date,pair_key,pair_label,route_left,route_right,commutator_hs_norm,denom_hs,commutator_index,anisotropy_left,anisotropy_right,min_pair_anisotropy,interpretable,valid
2011-09-01,D_H,Diagonal vs HAC,D,H,1146.9059055311802,3633.742637563395,0.3156266196937485,5.066651857163713,5.7377980232585575,5.066651857163713,True,True
2011-10-01,D_H,Diagonal vs HAC,D,H,1022.5232888796352,3392.8722272788727,0.3013739452545527,4.705244672024798,5.768958950323922,4.705244672024798,True,True
2006-04-01,D_H,Diagonal vs HAC,D,H,801.0938594728343,2734.664652748618,0.29294043738330144,3.8115403521522064,5.74005046636189,3.8115403521522064,True,True
2011-11-01,D_H,Diagonal vs HAC,D,H,881.3817094479512,3072.766511321058,0.2868365384094945,4.228456504506648,5.81379680477535,4.228456504506648,True,True
2003-07-01,D_H,Diagonal vs HAC,D,H,921.5712445628186,3239.678566065308,0.2844637903945193,4.467066330173361,5.802186401335848,4.467066330173361,True,True
1993-11-01,D_H,Diagonal vs HAC,D,H,1079.372872681712,3842.227499962332,0.28092372788761044,4.3709712644162835,7.03262208536891,4.3709712644162835,True,True
2006-03-01,D_H,Diagonal vs HAC,D,H,870.2366300841152,3147.560508940296,0.2764797142460978,4.406388011061498,5.714832505981606,4.406388011061498,True,True
2013-07-01,D_H,Diagonal vs HAC,D,H,843.5639196120759,3120.7994538996277,0.270303789805523,4.545824195288196,5.492440754029647,4.545824195288196,True,True
1996-10-01,D_H,Diagonal vs HAC,D,H,723.4017626766333,2694.90160819814,0.2684334598621257,3.8829385495820152,5.552576510340725,3.8829385495820152,True,True
2003-08-01,D_H,Diagonal vs HAC,D,H,748.904462402734,2823.1563088274247,0.265272050315126,3.8611191073762936,5.8497038640203805,3.8611191073762936,True,True
2020-05-01,H_V,HAC vs Hilbert-Volterra,H,V,108.61978784737077,3312.0822281843075,0.03279501545072341,5.039728791901953,5.257824671395516,5.039728791901953,True,True
2019-04-01,H_V,HAC vs Hilbert-Volterra,H,V,100.4186993804783,3120.7587561032965,0.032177655252617184,4.87036559035189,5.126379941851676,4.87036559035189,True,True
2019-09-01,H_V,HAC vs Hilbert-Volterra,H,V,94.80496697876036,2948.246148090941,0.032156394756980795,4.729846458061681,4.986879250309801,4.729846458061681,True,True
2020-01-01,H_V,HAC vs Hilbert-Volterra,H,V,95.89063236881748,3012.679806608189,0.031829015535764976,4.800310756855801,5.0210642520011275,4.800310756855801,True,True
2019-12-01,H_V,HAC vs Hilbert-Volterra,H,V,96.21777597468694,3028.2176020083466,0.03177373247909076,4.799774165084222,5.047524449035144,4.799774165084222,True,True
2018-12-01,H_V,HAC vs Hilbert-Volterra,H,V,111.68181861554027,3525.353244420531,0.0316796107715718,5.166870250275806,5.458675026916058,5.166870250275806,True,True
2020-02-01,H_V,HAC vs Hilbert-Volterra,H,V,95.46381162096178,3023.6198392985716,0.031572689919612304,4.819129864756618,5.019618509505921,4.819129864756618,True,True
2019-05-01,H_V,HAC vs Hilbert-Volterra,H,V,94.98278584093184,3026.5877046143337,0.03138279643974009,4.798721785395657,5.045914034243336,4.798721785395657,True,True
2019-08-01,H_V,HAC vs Hilbert-Volterra,H,V,94.18486360313175,3012.910467137008,0.03126042563509367,4.774092451341245,5.049025414536842,4.774092451341245,True,True
2019-10-01,H_V,HAC vs Hilbert-Volterra,H,V,89.85250652917364,2924.292083345171,0.030726242101777025,4.722186966020982,4.954384700801976,4.722186966020982,True,True
2011-09-01,D_V,Diagonal vs Hilbert-Volterra,D,V,1167.0318322618118,3686.0610399267457,0.31660675708316666,5.066651857163713,5.82041048528525,5.066651857163713,True,True
2011-10-01,D_V,Diagonal vs Hilbert-Volterra,D,V,1055.252466581128,3454.966896061789,0.30543055789737894,4.705244672024798,5.874539582675027,4.705244672024798,True,True
2006-04-01,D_V,Diagonal vs Hilbert-Volterra,D,V,843.7190799344127,2818.8207592112626,0.2993163283537385,3.8115403521522064,5.916693806400888,3.8115403521522064,True,True
2003-07-01,D_V,Diagonal vs Hilbert-Volterra,D,V,976.0661068237536,3341.2860648820997,0.2921228795949248,4.467066330173361,5.9841629881750045,4.467066330173361,True,True
2011-11-01,D_V,Diagonal vs Hilbert-Volterra,D,V,908.2771161175776,3142.2740707082658,0.28905088979487165,4.228456504506648,5.945307879627356,4.228456504506648,True,True
1993-11-01,D_V,Diagonal vs Hilbert-Volterra,D,V,1121.9481739757755,3931.779363697877,0.2853537979101076,4.3709712644162835,7.196533362017343,4.3709712644162835,True,True
1996-10-01,D_V,Diagonal vs Hilbert-Volterra,D,V,761.3942460621882,2764.3225483367078,0.2754361087566713,3.8829385495820152,5.695611447262564,3.8829385495820152,True,True
2013-07-01,D_V,Diagonal vs Hilbert-Volterra,D,V,869.3532027888198,3162.953988022282,0.27485483699129154,4.545824195288196,5.566630487975251,4.545824195288196,True,True
2006-03-01,D_V,Diagonal vs Hilbert-Volterra,D,V,881.2428160804379,3227.4513366304864,0.27304604288796813,4.406388011061498,5.85988538033203,4.406388011061498,True,True
2003-08-01,D_V,Diagonal vs Hilbert-Volterra,D,V,787.0638532573165,2911.9865160321688,0.2702841681869319,3.8611191073762936,6.033763954743145,3.8611191073762936,True,True
