date,route,route_label,anisotropy
2003-11-01,H,HAC,5.730617359948469
2003-12-01,H,HAC,5.791588428592933
2004-01-01,H,HAC,5.939261896498917
2004-02-01,H,HAC,6.02516732344121
2004-03-01,H,HAC,6.019140479377618
2004-04-01,H,HAC,5.951303691640414
2004-05-01,H,HAC,5.856871543863716
2004-06-01,H,HAC,5.7990798118312155
2004-07-01,H,HAC,5.874660114610552
2004-08-01,H,HAC,5.9778714600390614
2004-09-01,H,HAC,5.978676868891567
2004-10-01,H,HAC,5.869463462880276
2004-11-01,H,HAC,5.748136240353371
2004-12-01,H,HAC,5.671993330652009
2005-01-01,H,HAC,5.595699453378677
2005-02-01,H,HAC,5.6078354239867885
2005-03-01,H,HAC,5.606403338805915
2005-04-01,H,HAC,5.5333136966932654
2005-05-01,H,HAC,5.484076212988906
2005-06-01,H,HAC,5.448973326569721
2005-07-01,H,HAC,5.4537581902439625
2005-08-01,H,HAC,5.503012312600727
2005-09-01,H,HAC,5.575471523651069
2005-10-01,H,HAC,5.672749689425854
2005-11-01,H,HAC,5.7160605715183905
2005-12-01,H,HAC,5.727429037499183
2006-01-01,H,HAC,5.728073198821317
2006-02-01,H,HAC,5.680053359291379
2006-03-01,H,HAC,5.714832505981606
2006-04-01,H,HAC,5.74005046636189
2006-05-01,H,HAC,5.678518141861591
2006-06-01,H,HAC,5.592350860111819
2006-07-01,H,HAC,5.4679868315820155
2006-08-01,H,HAC,5.306904884060589
2006-09-01,H,HAC,5.190955499550121
2006-10-01,H,HAC,5.145342559703238
2006-11-01,H,HAC,5.184991882874087
2006-12-01,H,HAC,5.23273943951727
2007-01-01,H,HAC,5.240616454579551
2007-02-01,H,HAC,5.23674142469312
2007-03-01,H,HAC,5.224402880541163
2007-04-01,H,HAC,5.206600057176887
2007-05-01,H,HAC,5.233994947740867
2007-06-01,H,HAC,5.285275187823217
2007-07-01,H,HAC,5.32565515429969
2007-08-01,H,HAC,5.277750262283153
2007-09-01,H,HAC,5.192513084807539
2007-10-01,H,HAC,5.160778956672769
2007-11-01,H,HAC,5.136459829275739
2007-12-01,H,HAC,5.115814041235605
2008-01-01,H,HAC,5.1153583017389375
2008-02-01,H,HAC,5.109685639564714
2008-03-01,H,HAC,5.088792011640105
2008-04-01,H,HAC,5.083592539854856
2008-05-01,H,HAC,5.124642946904093
2008-06-01,H,HAC,5.178397297805879
2008-07-01,H,HAC,5.236956941679769
2008-08-01,H,HAC,5.261160621270014
2008-09-01,H,HAC,5.257449391191463
2008-10-01,H,HAC,5.251606685239158
2008-11-01,H,HAC,5.274077264920404
2008-12-01,H,HAC,5.300034509564604
2009-01-01,H,HAC,5.315963630619413
2009-02-01,H,HAC,5.406083915801584
2009-03-01,H,HAC,5.540982544005057
2009-04-01,H,HAC,5.608822632650926
2009-05-01,H,HAC,5.591212091652721
2009-06-01,H,HAC,5.625714308983513
2009-07-01,H,HAC,5.7044357011202695
2009-08-01,H,HAC,5.733922307332107
2009-09-01,H,HAC,5.662433931519713
2009-10-01,H,HAC,5.6032597197327965
2009-11-01,H,HAC,5.6084130236842515
2009-12-01,H,HAC,5.587083476814999
2010-01-01,H,HAC,5.536018685654727
2010-02-01,H,HAC,5.511474604817326
2010-03-01,H,HAC,5.559291546554755
2010-04-01,H,HAC,5.657268497786082
2010-05-01,H,HAC,5.759536292321022
2010-06-01,H,HAC,5.8298901830563015
2010-07-01,H,HAC,5.833029815663458
2010-08-01,H,HAC,5.882032985344655
2010-09-01,H,HAC,5.980177571665521
2010-10-01,H,HAC,6.028444787397507
2010-11-01,H,HAC,6.031379684578571
2010-12-01,H,HAC,6.011009044108303
2011-01-01,H,HAC,6.007708656776426
2011-02-01,H,HAC,6.071755946461411
2011-03-01,H,HAC,6.140403556087852
2011-04-01,H,HAC,6.217459701084703
2011-05-01,H,HAC,6.240381812939747
2011-06-01,H,HAC,6.137677383014107
2011-07-01,H,HAC,5.962736545301534
2011-08-01,H,HAC,5.802277446188678
2011-09-01,H,HAC,5.7377980232585575
2011-10-01,H,HAC,5.768958950323922
2011-11-01,H,HAC,5.81379680477535
2011-12-01,H,HAC,5.81738668344637
2012-01-01,H,HAC,5.771611840176517
2012-02-01,H,HAC,5.6900911506449665
2012-03-01,H,HAC,5.720396779434699
2012-04-01,H,HAC,5.8377203380494755
2012-05-01,H,HAC,5.997660386091759
2012-06-01,H,HAC,6.177360389710387
2012-07-01,H,HAC,6.28528304198395
2012-08-01,H,HAC,6.322776109284515
2012-09-01,H,HAC,6.283387750177461
2012-10-01,H,HAC,6.266940943101241
2012-11-01,H,HAC,6.3076584356733125
2012-12-01,H,HAC,6.3111834926069665
2013-01-01,H,HAC,6.225939322443124
2013-02-01,H,HAC,6.096446430141134
2013-03-01,H,HAC,5.879476922460123
2013-04-01,H,HAC,5.65337645556471
2013-05-01,H,HAC,5.496569350624225
2013-06-01,H,HAC,5.431518615598026
2013-07-01,H,HAC,5.492440754029647
2013-08-01,H,HAC,5.611402423153738
2013-09-01,H,HAC,5.781030981433844
2013-10-01,H,HAC,5.950869284951038
2013-11-01,H,HAC,6.061453642282912
2013-12-01,H,HAC,6.09829042419115
2014-01-01,H,HAC,6.062899099094576
2014-02-01,H,HAC,6.015624722796172
2014-03-01,H,HAC,6.064584149899103
2014-04-01,H,HAC,6.155835523094994
2014-05-01,H,HAC,6.173687623609047
2014-06-01,H,HAC,6.1464037606744215
2014-07-01,H,HAC,6.037901802622711
2014-08-01,H,HAC,5.8849850470475955
2014-09-01,H,HAC,5.6720347872601184
2014-10-01,H,HAC,5.475445588498918
2014-11-01,H,HAC,5.432652412331523
2014-12-01,H,HAC,5.497637116968505
2015-01-01,H,HAC,5.5794796876795285
2015-02-01,H,HAC,5.6055980622931525
2015-03-01,H,HAC,5.636606222228068
2015-04-01,H,HAC,5.730833821388529
2015-05-01,H,HAC,5.861760425384305
2015-06-01,H,HAC,5.9148003362438875
2015-07-01,H,HAC,5.905467799879066
