episode,date,tau_soft,full_coordinate_shape_rms_log_relative
reference_neutral_full_coordinate,2000-09,1.3934277644090953,0.6865563311239633
max_tau_soft,2019-10,1.5333361114958732,1.0707306393575855
max_full_coordinate_shape_dispersion,2013-04,0.7631658323896594,2.740179151968237
march_2020,2020-03,1.4819478577178002,1.3704323610602773
