date,block,block_amp,tau_soft,block_shape,benchmark,denominator,n_coordinates
1993-11-01,macro_outcomes,0.5878486991201946,0.9180764792858236,0.6403047157656028,1.0,402.09807094560637,75
1993-12-01,macro_outcomes,0.6288654788568586,0.9224314784055139,0.6817476350047115,1.0,402.09807094560637,75
1994-01-01,macro_outcomes,0.7107044685640539,0.9253280562287843,0.7680567597404985,1.0,402.09807094560637,75
1994-02-01,macro_outcomes,0.8332720790548521,0.9471069734211741,0.8798077750867745,1.0,402.09807094560637,75
1994-03-01,macro_outcomes,0.935819761862346,0.9440510439036154,0.9912808930254096,1.0,402.09807094560637,75
1994-04-01,macro_outcomes,1.0509798776631205,0.9089703379193328,1.1562312143967788,1.0,402.09807094560637,75
1994-05-01,macro_outcomes,1.0310663048702102,0.8715722889869326,1.1829957398813868,1.0,402.09807094560637,75
1994-06-01,macro_outcomes,0.98938424389636,0.8499690029286796,1.1640239120336235,1.0,402.09807094560637,75
1994-07-01,macro_outcomes,0.907834896599602,0.835085603412982,1.08711597097267,1.0,402.09807094560637,75
1994-08-01,macro_outcomes,0.8350866293097012,0.8322099145832975,1.0034567176814329,1.0,402.09807094560637,75
1994-09-01,macro_outcomes,0.7804076427333098,0.8401896393850743,0.9288470199471653,1.0,402.09807094560637,75
1994-10-01,macro_outcomes,0.7577384049006445,0.8644594902284811,0.876545880363197,1.0,402.09807094560637,75
1994-11-01,macro_outcomes,0.7647157679988889,0.8869130572476612,0.86222179474053,1.0,402.09807094560637,75
1994-12-01,macro_outcomes,0.7569235782938653,0.9133684928033137,0.8287165413060318,1.0,402.09807094560637,75
1995-01-01,macro_outcomes,0.8003341066762673,0.9166825841639842,0.8730765921621311,1.0,402.09807094560637,75
1995-02-01,macro_outcomes,0.8495096329971076,0.9410408094930188,0.9027341050753971,1.0,402.09807094560637,75
1995-03-01,macro_outcomes,0.8987363930837757,0.9806696683149314,0.9164517085840533,1.0,402.09807094560637,75
1995-04-01,macro_outcomes,0.9180451355876609,0.9986527951812871,0.9192835988818382,1.0,402.09807094560637,75
1995-05-01,macro_outcomes,0.949796032095342,1.0026959746661375,0.9472422908764451,1.0,402.09807094560637,75
1995-06-01,macro_outcomes,0.8751501949435017,1.0023903751420031,0.8730632462622399,1.0,402.09807094560637,75
1995-07-01,macro_outcomes,0.7304489601214611,0.9890384523955109,0.7385445513794429,1.0,402.09807094560637,75
1995-08-01,macro_outcomes,0.6198113130308415,0.9516614054488323,0.6512939470719838,1.0,402.09807094560637,75
1995-09-01,macro_outcomes,0.5393635075649881,0.8920832720131855,0.6046111663407763,1.0,402.09807094560637,75
1995-10-01,macro_outcomes,0.45558819658180133,0.8514681819583392,0.53506191568306,1.0,402.09807094560637,75
1995-11-01,macro_outcomes,0.4042651947345835,0.8322319924795223,0.48576021877040587,1.0,402.09807094560637,75
1995-12-01,macro_outcomes,0.3744669212430442,0.8249816907967285,0.45390937207515686,1.0,402.09807094560637,75
1996-01-01,macro_outcomes,0.31753156042450503,0.8183928153962363,0.38799407136873226,1.0,402.09807094560637,75
1996-02-01,macro_outcomes,0.27572757554906796,0.7963333655290863,0.3462464182520768,1.0,402.09807094560637,75
1996-03-01,macro_outcomes,0.24673477799744448,0.7822007607452879,0.3154366377275744,1.0,402.09807094560637,75
1996-04-01,macro_outcomes,0.23161251709191516,0.7882261747991424,0.2938401749357476,1.0,402.09807094560637,75
1996-05-01,macro_outcomes,0.22463076521510578,0.8112670039177194,0.2768888222130729,1.0,402.09807094560637,75
1996-06-01,macro_outcomes,0.22336883028524226,0.8555997141733134,0.2610669762799802,1.0,402.09807094560637,75
1996-07-01,macro_outcomes,0.23084198677545412,0.9231666345477151,0.2500545168517166,1.0,402.09807094560637,75
1996-08-01,macro_outcomes,0.252515900166965,0.9546747558671441,0.26450463743288294,1.0,402.09807094560637,75
1996-09-01,macro_outcomes,0.26037355539311424,0.9433280825527475,0.2760159060340018,1.0,402.09807094560637,75
1996-10-01,macro_outcomes,0.28491571538808896,0.895608222500016,0.3181253903551381,1.0,402.09807094560637,75
1996-11-01,macro_outcomes,0.3191367458535438,0.8689077629868962,0.3672849518071996,1.0,402.09807094560637,75
1996-12-01,macro_outcomes,0.3717864441389678,0.8599328978046158,0.43234355272152974,1.0,402.09807094560637,75
1997-01-01,macro_outcomes,0.43820282747662503,0.8547531547785215,0.51266593755968,1.0,402.09807094560637,75
1997-02-01,macro_outcomes,0.5076705827204326,0.86420037788887,0.58744545328782,1.0,402.09807094560637,75
1997-03-01,macro_outcomes,0.5959034273316403,0.8799063472994099,0.6772350593453208,1.0,402.09807094560637,75
1997-04-01,macro_outcomes,0.730448062639368,0.8948903037401631,0.8162431301205137,1.0,402.09807094560637,75
1997-05-01,macro_outcomes,0.872180519384465,0.9013261634575236,0.9676635992000334,1.0,402.09807094560637,75
1997-06-01,macro_outcomes,0.9652067110595653,0.9098391481084178,1.0608542323841068,1.0,402.09807094560637,75
1997-07-01,macro_outcomes,0.9447816417788244,0.9268431680853403,1.0193543787246564,1.0,402.09807094560637,75
1997-08-01,macro_outcomes,0.8058615158550165,0.9366829295347053,0.8603354352313499,1.0,402.09807094560637,75
1997-09-01,macro_outcomes,0.6454817601883612,0.9058856703828201,0.7125421907994038,1.0,402.09807094560637,75
1997-10-01,macro_outcomes,0.5254614915345042,0.8747535986775882,0.600696575960216,1.0,402.09807094560637,75
1997-11-01,macro_outcomes,0.45986179295098994,0.8647217834132448,0.5318031785157713,1.0,402.09807094560637,75
