date,date_month,state_index,solver_backend,max_interval_residual,d_2,kappa5_2,d_4,kappa5_4
2014-02-01,2014-02,255,dense_generalized_eigh,9.744642218716817e-12,1,0.051718081984663024,1,0.051718081984663024
2014-03-01,2014-03,256,dense_generalized_eigh,2.1220275495738617e-11,1,0.06279608128943143,1,0.06279608128943143
2014-04-01,2014-04,257,dense_generalized_eigh,7.574211364873169e-12,1,0.04366975208390046,1,0.04366975208390046
2014-05-01,2014-05,258,dense_generalized_eigh,0.0,0,,0,
2014-06-01,2014-06,259,dense_generalized_eigh,7.883727997251884e-12,1,0.0331289550703923,1,0.0331289550703923
2014-07-01,2014-07,260,dense_generalized_eigh,5.253204248403422e-13,1,0.03387659963304122,0,
2014-08-01,2014-08,261,dense_generalized_eigh,4.938898634204026e-12,1,0.04254981933468218,1,0.04254981933468218
2014-09-01,2014-09,262,dense_generalized_eigh,0.0,0,,0,
2014-10-01,2014-10,263,dense_generalized_eigh,1.558559970347962e-11,1,0.03810423030069335,1,0.03810423030069335
2014-11-01,2014-11,264,dense_generalized_eigh,6.594082880416812e-12,1,0.025811252682708,1,0.025811252682708
2014-12-01,2014-12,265,dense_generalized_eigh,3.2965341573316694e-11,1,0.0439626721638328,1,0.0439626721638328
2015-01-01,2015-01,266,dense_generalized_eigh,4.173164932192728e-12,1,0.032674790008745284,1,0.032674790008745284
2015-02-01,2015-02,267,dense_generalized_eigh,1.6041381435553518e-11,1,0.09637353594015462,1,0.09637353594015462
2015-03-01,2015-03,268,dense_generalized_eigh,2.1423371669596027e-11,1,0.13293942894976152,1,0.13293942894976152
2015-04-01,2015-04,269,dense_generalized_eigh,5.082920542833278e-12,1,0.07689139352430584,1,0.07689139352430584
2015-05-01,2015-05,270,dense_generalized_eigh,0.0,0,,0,
2015-06-01,2015-06,271,dense_generalized_eigh,6.095159490838953e-13,1,0.0686872955102294,0,
2015-07-01,2015-07,272,dense_generalized_eigh,8.517767319059242e-12,1,0.029244411032801395,1,0.029244411032801395
2015-08-01,2015-08,273,dense_generalized_eigh,4.697244862190603e-12,1,0.022803530768827147,1,0.022803530768827147
2015-09-01,2015-09,274,dense_generalized_eigh,1.1159147328962116e-11,1,0.025145280598469637,1,0.025145280598469637
2015-10-01,2015-10,275,dense_generalized_eigh,3.3082035320812994e-11,1,0.016389557225655407,1,0.016389557225655407
2015-11-01,2015-11,276,dense_generalized_eigh,0.0,0,,0,
2015-12-01,2015-12,277,dense_generalized_eigh,3.109951962906794e-12,1,0.015129321178099722,1,0.015129321178099722
2016-01-01,2016-01,278,dense_generalized_eigh,1.3055325864507148e-11,1,0.011157125122743987,1,0.011157125122743987
2016-02-01,2016-02,279,dense_generalized_eigh,8.92320292915241e-12,1,0.012257103203168859,1,0.012257103203168859
2016-03-01,2016-03,280,dense_generalized_eigh,1.4169937538823661e-11,1,0.03056270514487483,1,0.03056270514487483
2016-04-01,2016-04,281,dense_generalized_eigh,0.0,0,,0,
2016-05-01,2016-05,282,dense_generalized_eigh,8.154937538293426e-12,1,0.012477473525822864,1,0.012477473525822864
2016-06-01,2016-06,283,dense_generalized_eigh,0.0,0,,0,
2016-07-01,2016-07,284,dense_generalized_eigh,0.0,0,,0,
2016-08-01,2016-08,285,dense_generalized_eigh,0.0,0,,0,
2016-09-01,2016-09,286,dense_generalized_eigh,2.5764213078870026e-11,1,0.007387153413639877,1,0.007387153413639877
2016-10-01,2016-10,287,dense_generalized_eigh,0.0,0,,0,
2016-11-01,2016-11,288,dense_generalized_eigh,3.4522248464127402e-12,1,0.014468346460136058,1,0.014468346460136058
2016-12-01,2016-12,289,dense_generalized_eigh,1.3269664478956362e-11,1,0.0330031446688265,1,0.0330031446688265
2017-01-01,2017-01,290,dense_generalized_eigh,1.2839168957939559e-12,1,0.04756311705588024,1,0.04756311705588024
2017-02-01,2017-02,291,dense_generalized_eigh,0.0,0,,0,
2017-03-01,2017-03,292,dense_generalized_eigh,1.680660715976692e-11,1,0.08512193677375421,1,0.08512193677375421
2017-04-01,2017-04,293,dense_generalized_eigh,0.0,0,,0,
2017-05-01,2017-05,294,dense_generalized_eigh,7.271152720196597e-12,1,0.029445960917810706,1,0.029445960917810706
2017-06-01,2017-06,295,dense_generalized_eigh,0.0,0,,0,
2017-07-01,2017-07,296,dense_generalized_eigh,2.906829062945602e-12,1,0.014401260151086481,1,0.014401260151086481
2017-08-01,2017-08,297,dense_generalized_eigh,0.0,0,,0,
2017-09-01,2017-09,298,dense_generalized_eigh,5.136505388454763e-12,1,0.02716309858370253,1,0.02716309858370253
2017-10-01,2017-10,299,dense_generalized_eigh,1.7274235745683415e-12,1,0.03476705845180645,1,0.03476705845180645
2017-11-01,2017-11,300,dense_generalized_eigh,1.154339812202516e-12,1,0.04246210399893534,1,0.04246210399893534
2017-12-01,2017-12,301,dense_generalized_eigh,1.0861744822234575e-12,1,0.018049382259675815,0,
2018-01-01,2018-01,302,dense_generalized_eigh,7.94419263208176e-13,1,0.038248017116409516,0,
2018-02-01,2018-02,303,dense_generalized_eigh,3.1551368792486404e-12,1,0.04079079828139052,1,0.04079079828139052
2018-03-01,2018-03,304,dense_generalized_eigh,2.477749983655083e-11,1,0.04075858839815422,1,0.04075858839815422
2018-04-01,2018-04,305,dense_generalized_eigh,3.22813032413113e-11,1,0.01579422862877377,1,0.01579422862877377
2018-05-01,2018-05,306,dense_generalized_eigh,2.75449139159694e-11,1,0.015314127140331358,1,0.015314127140331358
2018-06-01,2018-06,307,dense_generalized_eigh,2.7048804237130523e-11,1,0.019075587087260044,1,0.019075587087260044
2018-07-01,2018-07,308,dense_generalized_eigh,6.983524344968964e-12,1,0.004478376462351224,1,0.004478376462351224
2018-08-01,2018-08,309,dense_generalized_eigh,2.0807002629487252e-11,1,0.006716982524488212,1,0.006716982524488212
2018-09-01,2018-09,310,dense_generalized_eigh,2.2155933801230534e-11,1,0.01961304171757396,1,0.01961304171757396
2018-10-01,2018-10,311,dense_generalized_eigh,3.384980130988193e-11,1,0.011770042978918623,1,0.011770042978918623
2018-11-01,2018-11,312,dense_generalized_eigh,5.805989874763864e-13,1,0.009550956094588331,0,
2018-12-01,2018-12,313,dense_generalized_eigh,2.0136777529629676e-11,1,0.24491665165105717,1,0.24491665165105717
2019-01-01,2019-01,314,dense_generalized_eigh,1.7507092379402167e-11,1,0.023363053036208115,1,0.023363053036208115
2019-02-01,2019-02,315,dense_generalized_eigh,2.743963830840437e-11,1,0.019001715355657037,1,0.019001715355657037
2019-03-01,2019-03,316,dense_generalized_eigh,2.108300473563415e-11,1,0.06885495944279066,1,0.06885495944279066
2019-04-01,2019-04,317,dense_generalized_eigh,9.222153877868488e-12,1,0.007086910828207002,1,0.007086910828207002
2019-05-01,2019-05,318,dense_generalized_eigh,2.3785111876752223e-11,1,0.02188235112561722,1,0.02188235112561722
2019-06-01,2019-06,319,dense_generalized_eigh,3.5261445156203995e-11,1,0.05777373577762827,1,0.05777373577762827
2019-07-01,2019-07,320,dense_generalized_eigh,1.1432466712160966e-11,1,0.2047328913835842,1,0.2047328913835842
2019-08-01,2019-08,321,dense_generalized_eigh,8.578448853068645e-12,1,0.007415291990641868,1,0.007415291990641868
2019-09-01,2019-09,322,dense_generalized_eigh,1.8225555983670516e-11,1,0.16010970409591466,1,0.16010970409591466
2019-10-01,2019-10,323,dense_generalized_eigh,3.028008505379848e-11,1,0.02747752892575261,1,0.02747752892575261
2019-11-01,2019-11,324,dense_generalized_eigh,3.1515784808842866e-11,1,0.05467504953177522,1,0.05467504953177522
2019-12-01,2019-12,325,dense_generalized_eigh,2.6093548768633538e-11,1,0.01209088792943108,1,0.01209088792943108
2020-01-01,2020-01,326,dense_generalized_eigh,3.0433710183561066e-11,1,0.051441531859426994,1,0.051441531859426994
2020-02-01,2020-02,327,dense_generalized_eigh,5.498483438664269e-11,1,0.02814168265710914,1,0.02814168265710914
2020-03-01,2020-03,328,dense_generalized_eigh,3.2412951207229363e-11,1,0.862746677054901,1,0.862746677054901
2020-04-01,2020-04,329,dense_generalized_eigh,5.236780212834405e-11,1,0.048226102267303415,1,0.048226102267303415
2020-05-01,2020-05,330,dense_generalized_eigh,0.0,0,,0,
2020-06-01,2020-06,331,dense_generalized_eigh,0.0,0,,0,
2020-07-01,2020-07,332,dense_generalized_eigh,0.0,0,,0,
2020-08-01,2020-08,333,dense_generalized_eigh,0.0,0,,0,
2020-09-01,2020-09,334,dense_generalized_eigh,6.159812742011634e-13,1,0.1876079047638929,0,
2020-10-01,2020-10,335,dense_generalized_eigh,0.0,0,,0,
2020-11-01,2020-11,336,dense_generalized_eigh,0.0,0,,0,
2020-12-01,2020-12,337,dense_generalized_eigh,0.0,0,,0,
2021-01-01,2021-01,338,dense_generalized_eigh,0.0,0,,0,
2021-02-01,2021-02,339,dense_generalized_eigh,0.0,0,,0,
2021-03-01,2021-03,340,dense_generalized_eigh,0.0,0,,0,
2021-04-01,2021-04,341,dense_generalized_eigh,0.0,0,,0,
2021-05-01,2021-05,342,dense_generalized_eigh,1.1070086168175893e-11,1,0.09414112364758427,1,0.09414112364758427
2021-06-01,2021-06,343,dense_generalized_eigh,3.1395326592541986e-12,1,0.1086423752991186,1,0.1086423752991186
2021-07-01,2021-07,344,dense_generalized_eigh,6.493732724102593e-13,1,0.08193623808320134,0,
2021-08-01,2021-08,345,dense_generalized_eigh,2.784175504289781e-12,1,0.11115464009557628,1,0.11115464009557628
2021-09-01,2021-09,346,dense_generalized_eigh,3.150754648032113e-11,1,0.11891521354671679,1,0.11891521354671679
2021-10-01,2021-10,347,dense_generalized_eigh,1.129866162738605e-11,1,0.054639942534844756,1,0.054639942534844756
2021-11-01,2021-11,348,dense_generalized_eigh,1.85331816493757e-11,1,0.03250286168419787,1,0.03250286168419787
2021-12-01,2021-12,349,dense_generalized_eigh,6.862760884121276e-12,1,0.031401004997351656,1,0.031401004997351656
2022-01-01,2022-01,350,dense_generalized_eigh,1.323989087808426e-12,1,0.023613543726493942,1,0.023613543726493942
2022-02-01,2022-02,351,dense_generalized_eigh,0.0,0,,0,
2022-03-01,2022-03,352,dense_generalized_eigh,4.004282647172003e-11,1,0.04969903706280079,1,0.04969903706280079
2022-04-01,2022-04,353,dense_generalized_eigh,1.0544229257480522e-11,1,0.02226341718507325,1,0.02226341718507325
2022-05-01,2022-05,354,dense_generalized_eigh,3.411075633809063e-11,1,0.018761916904585386,1,0.018761916904585386
2022-06-01,2022-06,355,dense_generalized_eigh,2.19337828035398e-12,1,0.009658994052714686,1,0.009658994052714686
2022-07-01,2022-07,356,dense_generalized_eigh,1.9878232163023444e-11,1,0.018731353924706623,1,0.018731353924706623
2022-08-01,2022-08,357,dense_generalized_eigh,0.0,0,,0,
2022-09-01,2022-09,358,dense_generalized_eigh,3.986751082493258e-11,1,0.006227410019646612,1,0.006227410019646612
2022-10-01,2022-10,359,dense_generalized_eigh,5.81779440317828e-13,1,0.007665585348798206,0,
2022-11-01,2022-11,360,dense_generalized_eigh,3.7353205599243454e-11,1,0.026753740873636106,1,0.026753740873636106
2022-12-01,2022-12,361,dense_generalized_eigh,3.1869654334963904e-12,1,0.009860357279275906,1,0.009860357279275906
2023-01-01,2023-01,362,dense_generalized_eigh,5.774270489126637e-12,1,0.007619169315591376,1,0.007619169315591376
2023-02-01,2023-02,363,dense_generalized_eigh,2.5979766274947407e-12,1,0.015136193382368922,1,0.015136193382368922
2023-03-01,2023-03,364,dense_generalized_eigh,2.9172503293606316e-11,1,0.017878826065584327,1,0.017878826065584327
2023-04-01,2023-04,365,dense_generalized_eigh,9.517791255498944e-12,1,0.0207943714197936,1,0.0207943714197936
2023-05-01,2023-05,366,dense_generalized_eigh,1.527224129767563e-11,1,0.011114545375150775,1,0.011114545375150775
2023-06-01,2023-06,367,dense_generalized_eigh,2.570885958622336e-11,1,0.025732613640802805,1,0.025732613640802805
2023-07-01,2023-07,368,dense_generalized_eigh,5.483129458773678e-12,1,0.018607070845084343,1,0.018607070845084343
2023-08-01,2023-08,369,dense_generalized_eigh,4.0023092492489386e-13,1,0.026221118748019842,0,
2023-09-01,2023-09,370,dense_generalized_eigh,2.8916086780153086e-11,1,0.019949625775603382,1,0.019949625775603382
2023-10-01,2023-10,371,dense_generalized_eigh,2.3223213680292207e-12,1,0.025535570736319266,1,0.025535570736319266
2023-11-01,2023-11,372,dense_generalized_eigh,0.0,0,,0,
2023-12-01,2023-12,373,dense_generalized_eigh,1.9927518005228258e-11,1,0.02169820599826173,1,0.02169820599826173
2024-01-01,2024-01,374,dense_generalized_eigh,7.743875307027718e-12,1,0.021134110016341644,1,0.021134110016341644
