region,year,weight_sum,effective_obs,ridge_rho_effective,smoother_status,leave_out,state_index,solver_backend,max_generalized_residual,max_interval_residual,d_2,kappa5_2,max_distance5_2,median_distance5_2,d_4,kappa5_4,max_distance5_4,median_distance5_4
East South Central,1986,1082.8623482489756,1531.3971114687968,0.08,smoothed,none,17,scipy.linalg.eigh subset_by_value,4.557172611966147e-14,4.557172611966147e-14,4,0.07786278046425256,0.985779875335197,0.965777320643354,0,,,
East South Central,1987,1082.86316387108,1531.3994179293845,0.08,smoothed,none,18,scipy.linalg.eigh subset_by_value,4.812523943395946e-14,4.812523943395946e-14,3,0.04790521478414906,0.982695048961588,0.9795328586833245,0,,,
East South Central,1988,1082.8633613916752,1531.3999765731699,0.08,smoothed,none,19,scipy.linalg.eigh subset_by_value,4.21014355997118e-14,4.21014355997118e-14,2,0.04875474047424159,0.9797530653961352,0.9753079001173952,0,,,
East South Central,1989,1082.8634041486735,1531.4000975067966,0.08,smoothed,none,20,scipy.linalg.eigh subset_by_value,4.050945660807746e-14,4.050945660807746e-14,1,0.0464003202555463,0.9765242852814535,0.9765242852814535,0,,,
East South Central,1990,1082.863410379581,1531.4001151304078,0.08,smoothed,none,21,scipy.linalg.eigh subset_by_value,3.544789476341355e-14,3.544789476341355e-14,1,0.04869485006951411,0.9753487324698207,0.9753487324698207,0,,,
East South Central,1991,1082.8633965305132,1531.4000759593307,0.08,smoothed,none,22,scipy.linalg.eigh subset_by_value,2.953226898949147e-14,2.953226898949147e-14,1,0.046993532270395905,0.976220501592547,0.976220501592547,0,,,
East South Central,1992,1082.863300883476,1531.3998054288008,0.08,smoothed,none,23,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
East South Central,1993,1082.8627642784118,1531.3982876850166,0.08,smoothed,none,24,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
East South Central,1994,1082.860076599041,1531.390685894109,0.08,smoothed,none,25,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
East South Central,1995,1082.8480312375145,1531.3566187764407,0.08,smoothed,none,26,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
East South Central,1996,1082.7997246191449,1531.2200244214666,0.08,smoothed,none,27,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
East South Central,1997,1082.6263687798942,1530.7301853493068,0.08,smoothed,none,28,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
East South Central,1998,1082.0696762798102,1529.1606681004432,0.08,smoothed,none,29,scipy.linalg.eigh subset_by_value,5.8760087749784554e-15,5.8760087749784554e-15,1,0.9801458607551257,0.1409047169007285,0.1409047169007285,0,,,
East South Central,1999,1080.4699807783036,1524.6780766624083,0.08,smoothed,none,30,scipy.linalg.eigh subset_by_value,1.1571800762467237e-14,1.1571800762467237e-14,1,0.9812608913146601,0.13689086414125634,0.13689086414125634,0,,,
East South Central,2000,1076.356548665328,1513.3232788464934,0.08,smoothed,none,31,scipy.linalg.eigh subset_by_value,2.373088816027781e-14,2.373088816027781e-14,2,0.4930180023356226,0.997942772859803,0.566191579500218,1,0.9819257825743573,0.1344403861406339,0.1344403861406339
East South Central,2001,1066.8916405445477,1488.0347865073297,0.08,smoothed,none,32,scipy.linalg.eigh subset_by_value,3.4425971553322454e-14,3.4425971553322454e-14,2,0.49354574780445537,0.9976578381310385,0.5651375580328357,2,0.49354574780445537,0.9976578381310385,0.5651375580328357
East South Central,2002,1047.4033597584755,1439.1311853804605,0.08,smoothed,none,33,scipy.linalg.eigh subset_by_value,6.277469422050277e-14,6.277469422050277e-14,3,0.33237987636000044,0.9972329833403564,0.9954827414849892,2,0.4940627588372355,0.9972329833403564,0.5645726499566142
East South Central,2003,1011.4966416945449,1358.1021242521208,0.08,smoothed,none,34,scipy.linalg.eigh subset_by_value,6.396814875701268e-14,6.396814875701268e-14,3,0.33094108451994836,0.9981350205551124,0.996583839053765,2,0.4945483864091998,0.996583839053765,0.5648574491170162
East South Central,2004,952.2964718615099,1243.9701695708418,0.08,smoothed,none,35,scipy.linalg.eigh subset_by_value,7.512978432907505e-14,7.512978432907505e-14,4,0.25640496686490644,0.9955234729267998,0.991037138400449,2,0.4949840561038959,0.9955234729267998,0.5666182950543788
East South Central,2005,864.9560568628907,1106.6689025737282,0.08,smoothed,none,36,scipy.linalg.eigh subset_by_value,8.632239015585234e-14,8.632239015585234e-14,3,0.3356148662116479,0.9936010210067406,0.9918903854079947,2,0.4953455676498819,0.9936010210067406,0.5710734459418575
East South Central,2006,749.6498708428703,962.7690458906259,0.08,smoothed,none,37,scipy.linalg.eigh subset_by_value,9.19324178353408e-14,9.19324178353408e-14,3,0.33659885548546103,0.9906586106070963,0.9894939258033392,2,0.4956005246131825,0.9894939258033392,0.5809164493396348
East South Central,2007,613.431707320296,827.30226061631,0.08,smoothed,none,38,scipy.linalg.eigh subset_by_value,8.958379964543054e-14,8.958379964543054e-14,3,0.3369827852125807,0.9901848591148054,0.9778437066729896,2,0.4957072054289746,0.9778437066729896,0.6033850291421652
Middle Atlantic,1969,586.660119425847,789.9626245867225,0.08,smoothed,none,39,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,1970,716.0811015007338,917.6076323541186,0.08,smoothed,none,40,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,1971,824.7308950124702,1052.026147408401,0.08,smoothed,none,41,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,1972,905.6253137646585,1178.6499232116894,0.08,smoothed,none,42,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,1973,958.4733913978445,1282.0170168582135,0.08,smoothed,none,43,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,1974,987.9956134166828,1353.5486827499203,0.08,smoothed,none,44,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,1975,1001.1105027456283,1394.930609458484,0.08,smoothed,none,45,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,1976,1004.4959409482364,1414.2716025444142,0.08,smoothed,none,46,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,1977,1003.2742566829663,1420.387787078433,0.08,smoothed,none,47,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,1978,1000.7532117843763,1420.1200067079496,0.08,smoothed,none,48,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,1979,998.7689717995135,1418.2197001937327,0.08,smoothed,none,49,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,1980,998.1959108247705,1417.6407401580102,0.08,smoothed,none,50,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,1981,999.363945111173,1419.5699937103634,0.08,smoothed,none,51,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,1982,1002.2897241008134,1423.6203624400066,0.08,smoothed,none,52,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,1983,1006.7467591475832,1428.5666920707376,0.08,smoothed,none,53,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,1984,1012.2717557988435,1433.4503136699418,0.08,smoothed,none,54,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,1985,1018.2133051787445,1438.256388077642,0.08,smoothed,none,55,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,1986,1023.8687950360961,1443.5262394908207,0.08,smoothed,none,56,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,1987,1028.66693177345,1449.4093091289044,0.08,smoothed,none,57,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,1988,1032.304369946299,1455.2779444639311,0.08,smoothed,none,58,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,1989,1034.77060960571,1460.217569026389,0.08,smoothed,none,59,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,1990,1036.26662427018,1463.6981652786565,0.08,smoothed,none,60,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,1991,1037.078602071399,1465.7732989774597,0.08,smoothed,none,61,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,1992,1037.4728779353795,1466.8362058833252,0.08,smoothed,none,62,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,1993,1037.6437561161786,1467.3096495689233,0.08,smoothed,none,63,scipy.linalg.eigh subset_by_value,3.311791276979976e-14,3.311791276979976e-14,1,0.0014071493769312864,0.999296177628569,0.999296177628569,0,,,
Middle Atlantic,1994,1037.7078343207713,1467.489397658036,0.08,smoothed,none,64,scipy.linalg.eigh subset_by_value,2.2073265399018035e-14,2.2073265399018035e-14,1,0.0011509533422488223,0.9994243576468163,0.9994243576468163,0,,,
Middle Atlantic,1995,1037.7194863597388,1467.5221762341846,0.08,smoothed,none,65,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,1996,1037.6804156759197,1467.4116860194,0.08,smoothed,none,66,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,1997,1037.5162957722841,1466.9479484935227,0.08,smoothed,none,67,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,1998,1036.9833006831097,1465.4452471625277,0.08,smoothed,none,68,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,1999,1035.4503711476461,1461.1497469903456,0.08,smoothed,none,69,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,2000,1031.5083543992973,1450.26812890407,0.08,smoothed,none,70,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,2001,1022.4378214452329,1426.0333349961288,0.08,smoothed,none,71,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,2002,1003.7615529973026,1379.1673857022502,0.08,smoothed,none,72,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,2003,969.3509482774156,1301.5145357061963,0.08,smoothed,none,73,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,2004,912.6174521991223,1192.1380791681606,0.08,smoothed,none,74,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,2005,828.9162211601191,1060.5576982994362,0.08,smoothed,none,75,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,2006,718.414459557737,922.6536689784812,0.08,smoothed,none,76,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
Middle Atlantic,2007,587.8720528486159,792.8313330906275,0.08,smoothed,none,77,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
New England,1969,276.2357922772381,372.0746740511433,0.08,smoothed,none,78,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
New England,1970,337.3659793052425,432.8553122791142,0.08,smoothed,none,79,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
New England,1971,389.02428538242543,497.58885540765425,0.08,smoothed,none,80,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
New England,1972,428.10934945455244,559.5721846947459,0.08,smoothed,none,81,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
New England,1973,454.6323857404364,611.2236450742158,0.08,smoothed,none,82,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
New England,1974,470.8402793109607,647.8388139872276,0.08,smoothed,none,83,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
New England,1975,479.83633531842366,669.7984656941712,0.08,smoothed,none,84,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
New England,1976,484.4481184876923,681.1348210288795,0.08,smoothed,none,85,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
New England,1977,486.69450115109765,686.4199965685566,0.08,smoothed,none,86,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
New England,1978,487.7737643770188,688.8414501488039,0.08,smoothed,none,87,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
New England,1979,488.3008261933551,690.0279011721419,0.08,smoothed,none,88,scipy.linalg.eigh subset_by_value,6.873318983539973e-15,6.873318983539973e-15,1,0.9315502326010706,0.26162906451487644,0.26162906451487644,0,,,
New England,1980,488.56270077317964,690.6523936908792,0.08,smoothed,none,89,scipy.linalg.eigh subset_by_value,1.995244441857618e-14,1.995244441857618e-14,3,0.6335087671650018,0.9246630482491949,0.4321555441285103,0,,,
New England,1981,488.69127562644536,690.9809567178933,0.08,smoothed,none,90,scipy.linalg.eigh subset_by_value,2.972158900942647e-14,2.972158900942647e-14,4,0.662438118855577,0.9809983716083981,0.39646999870074273,0,,,
New England,1982,488.75133230109356,691.1424071207615,0.08,smoothed,none,91,scipy.linalg.eigh subset_by_value,3.9059149064467595e-14,3.9059149064467595e-14,5,0.536825566918056,0.988697713666572,0.5310153958645026,3,0.8793514821945018,0.5310153958645029,0.2307906937918672
New England,1983,488.777245072231,691.2140934373366,0.08,smoothed,none,92,scipy.linalg.eigh subset_by_value,4.8881961727709344e-14,4.8881961727709344e-14,6,0.4655058971199017,0.9903770496869208,0.6565977629707203,3,0.886272126099298,0.3600057756515527,0.3356333159163896
New England,1984,488.78739244122977,691.242550026071,0.08,smoothed,none,93,scipy.linalg.eigh subset_by_value,6.063588398818023e-14,6.063588398818023e-14,7,0.40044610623876037,0.9981285560895152,0.9736553861862001,4,0.6819351650661218,0.9813301444500347,0.34125446858807196
New England,1985,488.7909661780797,691.2526283463645,0.08,smoothed,none,94,scipy.linalg.eigh subset_by_value,5.788550229980696e-14,5.788550229980696e-14,8,0.3553661167153687,0.9976452508825498,0.9211414506745356,4,0.6921716235058978,0.860086596969955,0.47375688513421266
New England,1986,488.7920933090822,691.2558134633025,0.08,smoothed,none,95,scipy.linalg.eigh subset_by_value,6.964957582981175e-14,6.964957582981175e-14,11,0.2622346930687923,0.9981625322373093,0.9886000443163593,4,0.6890086956293696,0.7521205645942384,0.5200036642604047
New England,1987,488.79241109570125,691.2567120747419,0.08,smoothed,none,96,scipy.linalg.eigh subset_by_value,8.549680260355784e-14,8.549680260355784e-14,11,0.256076446311215,0.9981373792502116,0.9677166263040163,5,0.5278088461918673,0.9284366434358815,0.6397499933330767
New England,1988,488.7924911296116,691.2569384308297,0.08,smoothed,none,97,scipy.linalg.eigh subset_by_value,9.870232780005227e-14,9.870232780005227e-14,12,0.22636195234468395,0.999032379267303,0.9673053465966512,6,0.41686160655728766,0.965039992717876,0.8112688585705493
New England,1989,488.79250901602836,691.2569890205588,0.08,smoothed,none,98,scipy.linalg.eigh subset_by_value,1.0302755756564339e-13,1.0302755756564339e-13,14,0.19017788992802784,0.9976847310585192,0.9165800957856409,7,0.3235113818537744,0.9314659175001705,0.8336322840246888
New England,1990,488.7925116477674,691.2569964642131,0.08,smoothed,none,99,scipy.linalg.eigh subset_by_value,9.190151749933577e-14,9.190151749933577e-14,15,0.17312189656489405,0.9963920121405653,0.9323130877599802,7,0.2732676300851256,0.9936971232013272,0.8897205653720821
New England,1991,488.79250537901873,691.256978733515,0.08,smoothed,none,100,scipy.linalg.eigh subset_by_value,8.692756959029474e-14,8.692756959029474e-14,15,0.1473137277769421,0.9994570455128774,0.9437494060604774,7,0.20274156915935668,0.9994570455128774,0.9387092152541002
New England,1992,488.79246220418435,691.2568566167073,0.08,smoothed,none,101,scipy.linalg.eigh subset_by_value,7.32105670322934e-14,7.32105670322934e-14,14,0.13581395014941347,0.9995019462232593,0.9576989381313646,7,0.0484606028898111,0.9995019462232593,0.9888233185171915
New England,1993,488.79221998673563,691.2561715243525,0.08,smoothed,none,102,scipy.linalg.eigh subset_by_value,7.406477737625104e-14,7.406477737625104e-14,12,0.10774396880821714,0.9999690314718258,0.9829294109965254,7,0.01520316478832297,0.9999690314718258,0.9920321445555236
New England,1994,488.7910067981702,691.2527401605128,0.08,smoothed,none,103,scipy.linalg.eigh subset_by_value,7.632588549390618e-14,7.632588549390618e-14,12,0.04778166603917177,0.9998148534875895,0.9877756052158679,6,0.007794304060652793,0.9998148534875895,0.9986908335495224
New England,1995,488.7855696558215,691.2373626421404,0.08,smoothed,none,104,scipy.linalg.eigh subset_by_value,6.530918777795426e-14,6.530918777795426e-14,11,0.014805122783420525,0.9999326794530988,0.993306148978275,4,0.001869334176465518,0.9999326794530988,0.9997324197794176
New England,1996,488.76376458503063,691.1757054680229,0.08,smoothed,none,105,scipy.linalg.eigh subset_by_value,5.949087769164047e-14,5.949087769164047e-14,9,0.010203680333158873,0.9999394198934348,0.9986878862938754,4,0.001807520068079725,0.9999394198934348,0.9994278469289646
New England,1997,488.6855136853689,690.9545975535063,0.08,smoothed,none,106,scipy.linalg.eigh subset_by_value,6.616456259636485e-14,6.616456259636485e-14,7,0.009496572898942832,0.9998044030349192,0.9993576006835949,3,0.002542851189670758,0.9998044030349192,0.9996801858821208
New England,1998,488.43422887630334,690.2461349064503,0.08,smoothed,none,107,scipy.linalg.eigh subset_by_value,7.018158002442579e-14,7.018158002442579e-14,6,0.007794801301952238,0.9992640490387824,0.998229509627204,3,0.0023913317224111075,0.9992640490387824,0.9990850422665976
New England,1999,487.71214410131756,688.2227429378926,0.08,smoothed,none,108,scipy.linalg.eigh subset_by_value,7.157316372737663e-14,7.157316372737663e-14,5,0.004508998678201127,0.9988398950896293,0.9984996543478633,2,0.0026586521222678595,0.9988398950896293,0.9986697747187463
New England,2000,485.8553865503218,683.0973133682089,0.08,smoothed,none,109,scipy.linalg.eigh subset_by_value,6.99695213357514e-14,6.99695213357514e-14,4,0.0032642654024741392,0.9987310905052492,0.9984400650508819,2,0.003117425306167115,0.9985458715891185,0.9984400650508819
New England,2001,481.5830321902473,671.6823689095588,0.08,smoothed,none,110,scipy.linalg.eigh subset_by_value,6.321410206550191e-14,6.321410206550191e-14,4,0.0023823148681358934,0.9996470979981121,0.9986196006423578,1,0.0031465357260361954,0.9984254926002059,0.9984254926002059
New England,2002,472.78623877986746,649.6078267342357,0.08,smoothed,none,111,scipy.linalg.eigh subset_by_value,6.161918467899829e-14,6.161918467899829e-14,3,0.0024285957212841435,0.9995608211203537,0.9984714277616472,1,0.0030548079436176776,0.9984714277616472,0.9984714277616472
New England,2003,456.5783452093432,613.0322088638045,0.08,smoothed,none,112,scipy.linalg.eigh subset_by_value,5.5177752170063397e-14,5.5177752170063397e-14,3,0.002757538927474119,0.9989309029208361,0.9987483506371055,1,0.0025017320996612163,0.9987483506371055,0.9987483506371055
New England,2004,429.856046326376,561.514312653505,0.08,smoothed,none,113,scipy.linalg.eigh subset_by_value,5.171503235256713e-14,5.171503235256713e-14,3,0.004089762240023039,0.9994384726803789,0.9987132540119682,0,,,
New England,2005,390.4315534450548,499.53804630064127,0.08,smoothed,none,114,scipy.linalg.eigh subset_by_value,5.197397750592261e-14,5.197397750592261e-14,2,0.0016176126182415043,0.9997086648957371,0.9991907321064304,0,,,
New England,2006,338.3836222554623,434.5832498811852,0.08,smoothed,none,115,scipy.linalg.eigh subset_by_value,5.16574045420991e-14,5.16574045420991e-14,1,0.0009049009937446351,0.9995474471010645,0.9995474471010645,0,,,
New England,2007,276.89625677652253,373.4350481948623,0.08,smoothed,none,116,scipy.linalg.eigh subset_by_value,5.393476921219853e-14,5.393476921219853e-14,1,0.0013597991011555682,0.9993198691604428,0.9993198691604428,0,,,
South Atlantic,1969,1668.510104717196,2298.0962326873723,0.08,smoothed,none,117,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
South Atlantic,1970,2067.711816163261,2698.9918201763417,0.08,smoothed,none,118,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
South Atlantic,1971,2422.3250442912504,3138.440567237501,0.08,smoothed,none,119,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
South Atlantic,1972,2711.0481747138765,3574.719406159434,0.08,smoothed,none,120,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
South Atlantic,1973,2929.6912930800086,3954.0596048294215,0.08,smoothed,none,121,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
South Atlantic,1974,3086.720503258649,4239.430314740322,0.08,smoothed,none,122,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
South Atlantic,1975,3195.8860150239816,4431.472994668043,0.08,smoothed,none,123,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
South Atlantic,1976,3270.3560753147294,4557.2721565313805,0.08,smoothed,none,124,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
South Atlantic,1977,3320.2412537971722,4643.943448152065,0.08,smoothed,none,125,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
South Atlantic,1978,3352.724502565501,4705.913144887474,0.08,smoothed,none,126,scipy.linalg.eigh subset_by_value,0.0,0.0,0,,,,0,,,
South Atlantic,1979,3373.054766549444,4748.639891678062,0.08,smoothed,none,127,scipy.linalg.eigh subset_by_value,1.5147703928652467e-14,1.5147703928652467e-14,1,0.052543037095288424,0.9733740097746146,0.9733740097746146,0,,,
South Atlantic,1980,3385.2606158200383,4775.751357659868,0.08,smoothed,none,128,scipy.linalg.eigh subset_by_value,2.038406881386625e-14,2.038406881386625e-14,1,0.03925569090830754,0.9801756521622502,0.9801756521622502,0,,,
South Atlantic,1981,3392.394473975337,4791.669260988698,0.08,smoothed,none,129,scipy.linalg.eigh subset_by_value,2.500630504389295e-14,2.500630504389295e-14,1,0.016790192574442416,0.9915693659172603,0.9915693659172603,0,,,
South Atlantic,1982,3396.586182715746,4800.628981338611,0.08,smoothed,none,130,scipy.linalg.eigh subset_by_value,4.551517996248155e-14,4.551517996248155e-14,3,0.011385670444121724,0.9956918265087611,0.9942764079990888,0,,,
South Atlantic,1983,3399.1412083682344,4805.510001169664,0.08,smoothed,none,131,scipy.linalg.eigh subset_by_value,3.841262381709906e-14,3.841262381709906e-14,3,0.03833743034185629,0.9847364013963706,0.9832116721229085,0,,,
South Atlantic,1984,3400.725601107819,4807.841877806914,0.08,smoothed,none,132,scipy.linalg.eigh subset_by_value,4.29179792971039e-14,4.29179792971039e-14,5,0.2119326649063072,0.9731224861317477,0.9126888552002544,0,,,
South Atlantic,1985,3401.58273887761,4808.444233355748,0.08,smoothed,none,133,scipy.linalg.eigh subset_by_value,4.244999848052993e-14,4.244999848052993e-14,7,0.18873734437565584,0.9996377694063301,0.9620803371635385,1,0.8856765201358195,0.3381175533215931,0.3381175533215931
South Atlantic,1986,3401.7349613463093,4807.937494965187,0.08,smoothed,none,134,scipy.linalg.eigh subset_by_value,6.632658036395064e-14,6.632658036395064e-14,8,0.17740101961928337,0.9987565775885107,0.9701134220309087,2,0.46941854438066677,0.9987565775885107,0.6255212731040772
South Atlantic,1987,3401.15211091386,4806.894061072867,0.08,smoothed,none,135,scipy.linalg.eigh subset_by_value,8.175044571711487e-14,8.175044571711487e-14,10,0.1960978167460524,0.9990085011451248,0.9522481874967346,2,0.47916173869692885,0.9990085011451248,0.6039773777942474
