region,year,weight_sum,effective_obs,ridge_rho_effective,smoother_status,leave_out,state_index,solver_backend,max_generalized_residual,max_interval_residual,d_2,kappa5_2,max_distance5_2,median_distance5_2,d_4,kappa5_4,max_distance5_4,median_distance5_4
New England,1973,454.6323857404364,611.2236450742158,0.08,smoothed,none,82,scipy.linalg.eigh subset_by_value,2.0534676368336628e-13,2.0534676368336628e-13,9,0.0027817365638165537,0.99998452362813,0.9993266385559799,4,0.004207266728851204,0.9998668388964898,0.9995157317946879
New England,1974,470.8402793109607,647.8388139872276,0.08,smoothed,none,83,scipy.linalg.eigh subset_by_value,1.7364416672161987e-13,1.7364416672161987e-13,10,0.002572161034892173,0.9999055849114152,0.9994038762172484,4,0.004094600232189743,0.9999055849114152,0.9984066418931481
New England,1975,479.83633531842366,669.7984656941712,0.08,smoothed,none,84,scipy.linalg.eigh subset_by_value,1.4803750909118612e-13,1.4803750909118612e-13,12,0.002726190316561188,0.999958888314216,0.9986110116578678,4,0.004717423537633444,0.999958888314216,0.998150625636729
New England,1976,484.4481184876923,681.1348210288795,0.08,smoothed,none,85,scipy.linalg.eigh subset_by_value,1.092161911511349e-13,1.092161911511349e-13,13,0.003938505186248357,0.9999559689927378,0.9982352617338833,4,0.0043800438648431165,0.9996878979708248,0.9986917235418149
New England,1977,486.69450115109765,686.4199965685566,0.08,smoothed,none,86,scipy.linalg.eigh subset_by_value,1.1580137128377673e-13,1.1580137128377673e-13,14,0.004589731953622399,0.9998037727244466,0.9980529148066664,5,0.003872003182829986,0.9993217821184588,0.998803891040003
New England,1978,487.7737643770188,688.8414501488039,0.08,smoothed,none,87,scipy.linalg.eigh subset_by_value,1.317021244774654e-13,1.317021244774654e-13,14,0.005694118189900821,0.999474545093588,0.9977261724473889,6,0.005715726929206161,0.999068537897713,0.9974771354266264
New England,1979,488.3008261933551,690.0279011721419,0.08,smoothed,none,88,scipy.linalg.eigh subset_by_value,1.38135912706589e-13,1.38135912706589e-13,15,0.06340947444563401,0.9998369771241041,0.9924976119692692,7,0.009204659657805536,0.9998369771241041,0.9972156078576393
New England,1980,488.56270077317964,690.6523936908792,0.08,smoothed,none,89,scipy.linalg.eigh subset_by_value,1.2339836945721966e-13,1.2339836945721966e-13,15,0.12410211061927481,0.9991476927384209,0.9834876465513535,7,0.034345400095397306,0.9991476927384209,0.9950259544922304
New England,1981,488.69127562644536,690.9809567178933,0.08,smoothed,none,90,scipy.linalg.eigh subset_by_value,1.2597933824984857e-13,1.2597933824984857e-13,15,0.12726646457440585,0.9982621027948199,0.9720542894221349,5,0.09357201530641446,0.9958162392504076,0.9303106695134461
New England,1982,488.75133230109356,691.1424071207615,0.08,smoothed,none,91,scipy.linalg.eigh subset_by_value,1.1183599177424599e-13,1.1183599177424599e-13,15,0.1328174524583026,0.999133413910561,0.9630415139282249,8,0.2119009226689501,0.9945249129519225,0.9525732943213994
New England,1983,488.777245072231,691.2140934373366,0.08,smoothed,none,92,scipy.linalg.eigh subset_by_value,1.158770505552438e-13,1.158770505552438e-13,16,0.12563741827766167,0.9997532121358812,0.9871532221044298,8,0.23279378863552957,0.9988434909760939,0.9247359351718976
New England,1984,488.78739244122977,691.242550026071,0.08,smoothed,none,93,scipy.linalg.eigh subset_by_value,1.2680523749006307e-13,1.2680523749006307e-13,18,0.11241550249011945,0.9992348738666932,0.9878496338018974,7,0.26040249650264596,0.9930428629300466,0.9692976315731503
New England,1985,488.7909661780797,691.2526283463645,0.08,smoothed,none,94,scipy.linalg.eigh subset_by_value,1.3149705638286193e-13,1.3149705638286193e-13,17,0.11825943757018044,0.9993307990238968,0.9941120130173964,6,0.30433293007162354,0.9985859752562932,0.9498842202963527
New England,1986,488.7920933090822,691.2558134633025,0.08,smoothed,none,95,scipy.linalg.eigh subset_by_value,1.3784688583797275e-13,1.3784688583797275e-13,20,0.0984667779144073,0.9995789362107904,0.9944351864648724,5,0.3676546483188014,0.9832793835383674,0.955432312001686
New England,1987,488.79241109570125,691.2567120747419,0.08,smoothed,none,96,scipy.linalg.eigh subset_by_value,1.4406278525311042e-13,1.4406278525311042e-13,18,0.1051286433291171,0.9989623264998148,0.9892128311999038,5,0.33212396707607433,0.9906641071843202,0.9302368592070754
New England,1988,488.7924911296116,691.2569384308297,0.08,smoothed,none,97,scipy.linalg.eigh subset_by_value,1.1346765884408859e-13,1.1346765884408859e-13,18,0.09939226033897719,0.999583904527893,0.9879561822064349,6,0.24951942530649215,0.9903515664790803,0.9516841776143687
New England,1989,488.79250901602836,691.2569890205588,0.08,smoothed,none,98,scipy.linalg.eigh subset_by_value,9.055771827993973e-14,9.055771827993973e-14,18,0.08884119868928582,0.9998200449187646,0.989257556782542,7,0.17557859513583957,0.9969730463579057,0.9864983656162709
New England,1990,488.7925116477674,691.2569964642131,0.08,smoothed,none,99,scipy.linalg.eigh subset_by_value,1.0165020076178754e-13,1.0165020076178754e-13,18,0.0821888902950218,0.9999950075273333,0.9931209123590395,8,0.12003989686550672,0.9999950075273333,0.9757578332018508
New England,1991,488.79250537901873,691.256978733515,0.08,smoothed,none,100,scipy.linalg.eigh subset_by_value,1.0395946883168959e-13,1.0395946883168959e-13,17,0.06845649481871723,0.9993520481381684,0.9896497626130013,8,0.10141629766196646,0.9993520481381684,0.9692524833394152
New England,1992,488.79246220418435,691.2568566167073,0.08,smoothed,none,101,scipy.linalg.eigh subset_by_value,1.1230523886218322e-13,1.1230523886218322e-13,17,0.04920974550094847,0.9996398530986574,0.9916319921848975,8,0.03188116122924716,0.9994899810111347,0.9943163436283347
New England,1993,488.79221998673563,691.2561715243525,0.08,smoothed,none,102,scipy.linalg.eigh subset_by_value,1.0990967313666429e-13,1.0990967313666429e-13,17,0.04259804340482069,0.9999526745640452,0.9938973790699628,8,0.0061561734829429695,0.9999526745640452,0.9981006357902189
