date,tau_soft,log_tau_soft,shape_rms_log_relative,weight_ess,weight_ess_normalized
1992-11-01,0.4257292778139343,-0.8539516328166246,1.6142478857634501,7.141428428542857,0.019249133230573718
1992-12-01,0.4213489845753795,-0.8642938466981381,1.6007841980802808,7.856748489154615,0.021177219647317013
1993-01-01,0.382151103013432,-0.9619391909610702,1.5760673614603748,8.867604239501638,0.023901898219680955
1993-02-01,0.3734544175881957,-0.9849593231201036,1.568334119517276,9.961567813474005,0.026850587098312662
1993-03-01,0.3930163582332928,-0.933904043975841,1.579607396524517,10.990247959857301,0.029623309864844464
1993-04-01,0.43944111753568377,-0.8222515468605184,1.601428843964683,11.861491451273766,0.031971675070818745
1993-05-01,0.46894321513501175,-0.7572735943373956,1.5713421467157571,12.54031899737815,0.033801398914765884
1993-06-01,0.5057422542846289,-0.6817281183563003,1.5383630618341142,13.035580882810793,0.03513633661134981
1993-07-01,0.49013510928578186,-0.7130741926485976,1.442199776988377,13.379207039890545,0.03606255266816855
1993-08-01,0.5001777924428631,-0.6927916588795419,1.3614613729898897,13.608857643615412,0.036681556990877086
1993-09-01,0.5387944126957416,-0.6184212044036648,1.3000965482838411,13.758169027139022,0.03708401355023991
1993-10-01,0.6006455872899845,-0.5097502233996604,1.249853601505366,13.853307236047563,0.03734045077101762
1993-11-01,0.7070709789925363,-0.3466242235101463,1.2208181320649072,13.913030315661954,0.03750142942226937
1993-12-01,0.7736378860521324,-0.2566513623450527,1.1591175677915269,13.950104008819881,0.03760135851433923
1994-01-01,0.8945330306678506,-0.11145345031171563,1.1210740969459856,13.972920747592601,0.037662859157931466
1994-02-01,1.0864135434357052,0.08288194408820711,1.100417818620703,13.986868280806721,0.037700453587080025
1994-03-01,1.1554665494138716,0.14450420129887692,1.1002054870861928,13.995347584543065,0.03772330885321573
1994-04-01,1.1758727828035076,0.1620106657366116,1.0865852527144473,14.000479141058486,0.03773714054193653
1994-05-01,1.08791144344321,0.08425975122697968,1.040352623958934,14.003572750142533,0.03774547911089622
1994-06-01,0.9688606212069004,-0.0316345152007907,0.9872149232977938,14.005431571691775,0.03775048941156804
1994-07-01,0.9268983828577652,-0.07591133878008417,0.9480108520707407,14.006545209174785,0.0377534911298511
1994-08-01,0.8948408739804794,-0.11110937094980448,0.9165289916366842,14.007210675180596,0.03775528483876166
1994-09-01,0.9325224835640201,-0.069862016694222,0.9068097824492667,14.007607409496226,0.037756354203493804
1994-10-01,0.9186397255659128,-0.08486126225378367,0.8803168613084013,14.007843436727224,0.037756990395491116
1994-11-01,0.9768204122190458,-0.023452459373836845,0.8763028263048889,14.007983587259446,0.03775736815972891
1994-12-01,0.9839557433262368,-0.016174359235822278,0.8558745058161294,14.008066661811908,0.03775759208035549
1995-01-01,0.9496927706661351,-0.05161674599118611,0.844066614632992,14.008115825337677,0.03775772459659746
1995-02-01,0.8464118796422626,-0.16674918248243215,0.7989946203947162,14.008144877163597,0.03775780290340587
1995-03-01,0.8108279208038383,-0.20969942887998613,0.76054824952686,14.00816202094829,0.03775784911306812
1995-04-01,0.8357137151266801,-0.17946917056618109,0.7466596050163087,14.008172124756324,0.037757876347052056
1995-05-01,0.9163371898884176,-0.08737087081242687,0.7684640319411972,14.008178072420138,0.0377578923784909
1995-06-01,1.067566001719568,0.06538129251808032,0.8246464214216946,14.00818156965433,0.03775790180499816
1995-07-01,1.1477283038664077,0.1377846007809056,0.8972054269150334,14.008183623892263,0.03775790734202762
1995-08-01,1.1056677891176165,0.10044948647652843,0.9741504157519058,14.008184829351078,0.037757910591242755
1995-09-01,0.9933448036672046,-0.006677440901488596,1.0227720832073557,14.008185536083458,0.03775791249618177
1995-10-01,0.8233629456784116,-0.19435817226397345,1.0298582507595906,14.008185950065705,0.03775791361203689
1995-11-01,0.7038521227541372,-0.35118699779435125,1.0384513092912848,14.008186192365901,0.03775791426513715
1995-12-01,0.6381165410414369,-0.449234346109639,1.0621701816042595,14.008186334072665,0.03775791464709607
1996-01-01,0.6122093308935629,-0.49068101100977485,1.1041206741641914,14.008186416887861,0.03775791487031761
1996-02-01,0.6320955035522207,-0.45871478303619245,1.1696267399337676,14.008186465252578,0.03775791500068072
1996-03-01,0.6414105221446457,-0.4440855868924949,1.2413522734375586,14.008186493479371,0.03775791507676371
1996-04-01,0.6240639908477903,-0.47150236643498195,1.299697846002612,14.008186509942902,0.037757915121139816
1996-05-01,0.6200506306147096,-0.4779541419953928,1.371226431106911,14.008186519539693,0.03775791514700718
1996-06-01,0.665435855822634,-0.40731303073199104,1.4696250944300657,14.008186525130604,0.03775791516207702
1996-07-01,0.7487830013727483,-0.2893060552346186,1.570371364711127,14.008186528386007,0.03775791517085171
1996-08-01,0.8017972987515887,-0.22089944775971396,1.614676260616041,14.008186530280533,0.03775791517595825
1996-09-01,0.8695842691122573,-0.13974003313607194,1.6370501853537451,14.008186531382542,0.03775791517892862
1996-10-01,0.8232727713246746,-0.19446769782921663,1.615305563387654,14.008186532023252,0.0377579151806556
1996-11-01,0.8324058078577108,-0.1834352072432326,1.606515168309566,14.008186532395605,0.03775791518165923
1996-12-01,0.8858018410270634,-0.12126200911738987,1.6024500825926304,14.008186532611887,0.037757915182242224
1997-01-01,0.9098040444914709,-0.0945260383829655,1.5705967184292495,14.00818653273748,0.03775791518258074
1997-02-01,0.9274344747890497,-0.0753331341238819,1.5169100942560227,14.008186532810369,0.03775791518277721
1997-03-01,0.9776343039395631,-0.022619601225899347,1.4619858928599117,14.008186532852658,0.037757915182891205
1997-04-01,0.9725474369396208,-0.027836426335077394,1.4039250165984787,14.008186532877183,0.03775791518295732
1997-05-01,1.0344765490866132,0.033895549108058774,1.3636784797341086,14.008186532891399,0.03775791518299564
1997-06-01,0.9976744683062315,-0.002328239942157519,1.3238115784162057,14.00818653289964,0.03775791518301787
1997-07-01,0.983738553797224,-0.016395114594225633,1.2966777826347529,14.008186532904416,0.037757915183030726
1997-08-01,1.0107389252092256,0.010681672475722562,1.274637083517528,14.008186532907185,0.037757915183038206
1997-09-01,0.9436543311411305,-0.057995354533572824,1.2260786965747927,14.008186532908795,0.037757915183042515
1997-10-01,0.8398018487696479,-0.17458930929406732,1.1274949282972906,14.008186532909724,0.03775791518304503
1997-11-01,0.7922852646988904,-0.23283376931730945,1.0482311680166252,14.008186532910257,0.03775791518304646
1997-12-01,0.7851664043866765,-0.24185960355392164,0.9857575932929497,14.008186532910564,0.037757915183047296
1998-01-01,0.8408395072367227,-0.17335447284877814,0.9552302254002506,14.008186532910742,0.037757915183047795
1998-02-01,0.8731250980743861,-0.13567643664520646,0.9116005562383928,14.00818653291084,0.03775791518304806
1998-03-01,0.9229553154175648,-0.08017445798319878,0.8864735332572525,14.0081865329109,0.03775791518304821
1998-04-01,0.9923015061361127,-0.00772828023974063,0.8788060111875222,14.00818653291093,0.037757915183048316
1998-05-01,0.976351193602478,-0.023932927781421566,0.8877647330837615,14.008186532910946,0.03775791518304836
1998-06-01,1.0185095764740097,0.018340359167775495,0.9326415624703487,14.00818653291096,0.037757915183048385
1998-07-01,1.1271389851221305,0.11968255054370641,0.9906743263010998,14.008186532910965,0.03775791518304841
1998-08-01,1.2662669307456722,0.23607314726781203,1.060854275279891,14.008186532910965,0.03775791518304843
1998-09-01,1.4500546411042101,0.37160123924262195,1.1337719841969975,14.00818653291097,0.03775791518304844
1998-10-01,1.5607039805158192,0.4451369890313821,1.239743486236042,14.00818653291097,0.03775791518304844
1998-11-01,1.5697638852626392,0.4509252164978141,1.1590175475612647,14.00818653291097,0.03775791518304844
1998-12-01,1.5064785733523285,0.4097748566874247,1.1018144221901247,14.008186532910972,0.037757915183048454
1999-01-01,1.4570088857391144,0.3763856258486333,1.0859961394252666,14.00818653291097,0.037757915183048454
1999-02-01,1.4151819345168273,0.3472580984603297,1.1116156790638714,14.008186532910972,0.03775791518304844
1999-03-01,1.4278794151481087,0.35619041717827377,1.16315006776235,14.00818653291097,0.03775791518304844
1999-04-01,1.4856562068011354,0.39585656475175923,1.2347292674861037,14.008186532910972,0.03775791518304844
1999-05-01,1.5812656752840875,0.45822558666769597,1.3192234509550975,14.00818653291097,0.03775791518304844
1999-06-01,1.5811751099434062,0.4581683110714988,1.2451271039069467,14.00818653291097,0.03775791518304844
1999-07-01,1.500913983342797,0.40607424477528054,1.128569663348538,14.00818653291097,0.03775791518304844
1999-08-01,1.529217880202483,0.42475641529235153,1.0056466819511478,14.008186532910972,0.037757915183048454
1999-09-01,1.528121778738901,0.42403938569615474,0.9176257372362724,14.008186532910972,0.037757915183048454
1999-10-01,1.5966558136195976,0.46791132541612024,0.8548153878986559,14.00818653291097,0.03775791518304844
1999-11-01,1.5987259528442341,0.4692070325744857,0.8247653019478631,14.00818653291097,0.037757915183048454
1999-12-01,1.533231712141157,0.42737773794012546,0.8053880890688913,14.008186532910972,0.037757915183048454
2000-01-01,1.4773978376782735,0.3902823225120476,0.7932909374323991,14.008186532910972,0.037757915183048454
2000-02-01,1.439722912,0.3644506728501559,0.782816608360794,14.00818653291097,0.037757915183048454
