episode,date,tau_soft,full_coordinate_shape_rms_log_relative
reference_neutral_full_coordinate,2001-07,0.9898042389372873,0.7480949766966096
max_tau_soft,2019-06,2.1909340456132727,0.9807084641998736
max_full_coordinate_shape_dispersion,2012-04,0.7477850577317944,2.2884361281406322
march_2020,2020-03,1.6879309881844209,1.3484190614185512
