date,block,block_amp,tau_soft,block_shape,benchmark,denominator,n_coordinates
1993-11-01,macro_outcomes,0.6115747331846774,0.9181879497469482,0.6660670436300399,1.0,402.94559892893074,75
1993-12-01,macro_outcomes,0.6489015670167005,0.9215275638883564,0.7041586084291184,1.0,402.94559892893074,75
1994-01-01,macro_outcomes,0.7295140228129747,0.9234687386002127,0.7899715413417966,1.0,402.94559892893074,75
1994-02-01,macro_outcomes,0.849309518319552,0.9428059802891253,0.9008317045879353,1.0,402.94559892893074,75
1994-03-01,macro_outcomes,0.9304832625228544,0.9372445440475844,0.992786000657277,1.0,402.94559892893074,75
1994-04-01,macro_outcomes,1.0244264142819373,0.9069348952329664,1.1295479087490514,1.0,402.94559892893074,75
1994-05-01,macro_outcomes,1.0121468547192252,0.8765296939475958,1.1547205550571311,1.0,402.94559892893074,75
1994-06-01,macro_outcomes,0.9779269329209751,0.8570866865937043,1.1409895267508152,1.0,402.94559892893074,75
1994-07-01,macro_outcomes,0.9008975800776523,0.8417266605164964,1.0702970718841764,1.0,402.94559892893074,75
1994-08-01,macro_outcomes,0.8359347771081127,0.8385352247150246,0.9968988212656235,1.0,402.94559892893074,75
1994-09-01,macro_outcomes,0.7820952531757569,0.8460006977971456,0.9244617116891409,1.0,402.94559892893074,75
1994-10-01,macro_outcomes,0.7611727068829625,0.866673355987701,0.8782694213732865,1.0,402.94559892893074,75
1994-11-01,macro_outcomes,0.7662076730607128,0.8886201952367879,0.8622442717009642,1.0,402.94559892893074,75
1994-12-01,macro_outcomes,0.7593883778484088,0.9110328825441072,0.8335466176893384,1.0,402.94559892893074,75
1995-01-01,macro_outcomes,0.7944779232364327,0.9153198195023581,0.8679784992183117,1.0,402.94559892893074,75
1995-02-01,macro_outcomes,0.8332425857114923,0.9360497351219842,0.890169137864139,1.0,402.94559892893074,75
1995-03-01,macro_outcomes,0.8786358191252546,0.9743221686874917,0.9017918788698649,1.0,402.94559892893074,75
1995-04-01,macro_outcomes,0.895073890575706,0.9916681494361006,0.9025941703226813,1.0,402.94559892893074,75
1995-05-01,macro_outcomes,0.9201777502174427,0.994864627579689,0.9249275978944544,1.0,402.94559892893074,75
1995-06-01,macro_outcomes,0.8442379647313337,0.9929203092859729,0.8502575250358618,1.0,402.94559892893074,75
1995-07-01,macro_outcomes,0.7211757474943848,0.9786694316409434,0.7368941178485398,1.0,402.94559892893074,75
1995-08-01,macro_outcomes,0.6281466965218401,0.946796675878247,0.6634441295848152,1.0,402.94559892893074,75
1995-09-01,macro_outcomes,0.552928610972092,0.8966053976253396,0.6166911468930747,1.0,402.94559892893074,75
1995-10-01,macro_outcomes,0.4750206970508827,0.8600842658941592,0.552295531830294,1.0,402.94559892893074,75
1995-11-01,macro_outcomes,0.41939191288346656,0.8395361479229839,0.4995519417728992,1.0,402.94559892893074,75
1995-12-01,macro_outcomes,0.3848274809858873,0.8307348574340715,0.4632374307423688,1.0,402.94559892893074,75
1996-01-01,macro_outcomes,0.3261413411388689,0.8229954139121833,0.3962857333414854,1.0,402.94559892893074,75
1996-02-01,macro_outcomes,0.2826918228247022,0.8008251327739558,0.35300068798477124,1.0,402.94559892893074,75
1996-03-01,macro_outcomes,0.25443730265649767,0.7879456379936193,0.32291225484080677,1.0,402.94559892893074,75
1996-04-01,macro_outcomes,0.23999344738010886,0.7939542506503134,0.3022761666475551,1.0,402.94559892893074,75
1996-05-01,macro_outcomes,0.2328323978112174,0.8159950298806472,0.2853355587781864,1.0,402.94559892893074,75
1996-06-01,macro_outcomes,0.23136740665251893,0.8584511797889622,0.26951725630966833,1.0,402.94559892893074,75
1996-07-01,macro_outcomes,0.23869498698046573,0.9213030041101052,0.2590841296680926,1.0,402.94559892893074,75
1996-08-01,macro_outcomes,0.258799529841911,0.9466057503812467,0.2733973776703545,1.0,402.94559892893074,75
1996-09-01,macro_outcomes,0.2681267531730909,0.9352525457778376,0.2866891454971591,1.0,402.94559892893074,75
1996-10-01,macro_outcomes,0.29156919864138897,0.8978107326643857,0.3247557508876224,1.0,402.94559892893074,75
1996-11-01,macro_outcomes,0.3272797043339434,0.8717386842187406,0.37543326946337613,1.0,402.94559892893074,75
1996-12-01,macro_outcomes,0.3807382135712459,0.8625160393858801,0.44142740098182437,1.0,402.94559892893074,75
1997-01-01,macro_outcomes,0.44459839925890254,0.8584143130565648,0.5179298533313318,1.0,402.94559892893074,75
1997-02-01,macro_outcomes,0.5133114371184384,0.8664960159458119,0.5923990735931316,1.0,402.94559892893074,75
1997-03-01,macro_outcomes,0.5991492819990583,0.8807901802408892,0.6802406469100231,1.0,402.94559892893074,75
1997-04-01,macro_outcomes,0.7167695639128004,0.8936051064287466,0.8021099686609205,1.0,402.94559892893074,75
1997-05-01,macro_outcomes,0.8541833695444666,0.9001600754045915,0.9489238557492566,1.0,402.94559892893074,75
1997-06-01,macro_outcomes,0.9273939130311625,0.907441183886651,1.0219879034573374,1.0,402.94559892893074,75
1997-07-01,macro_outcomes,0.9089946582511146,0.9221899245323808,0.9856913788252922,1.0,402.94559892893074,75
1997-08-01,macro_outcomes,0.783196312328832,0.9308769828289829,0.8413531828326641,1.0,402.94559892893074,75
1997-09-01,macro_outcomes,0.6554833323434952,0.9076074695668063,0.7222101561772647,1.0,402.94559892893074,75
1997-10-01,macro_outcomes,0.5509516092798518,0.8824321995593977,0.6243557403672989,1.0,402.94559892893074,75
1997-11-01,macro_outcomes,0.48590871479498365,0.873150175645456,0.5565007353240087,1.0,402.94559892893074,75
1997-12-01,macro_outcomes,0.45489835454147914,0.8820690463350848,0.5157173992575068,1.0,402.94559892893074,75
1998-01-01,macro_outcomes,0.4522630722513525,0.9085968153090416,0.49775991356245725,1.0,402.94559892893074,75
1998-02-01,macro_outcomes,0.4807956925627825,0.9349683007272558,0.5142374262194775,1.0,402.94559892893074,75
1998-03-01,macro_outcomes,0.544762321135463,0.9584172960571448,0.5683978402482649,1.0,402.94559892893074,75
1998-04-01,macro_outcomes,0.6475605033064372,0.9798067170430879,0.6609063726983617,1.0,402.94559892893074,75
1998-05-01,macro_outcomes,0.7869911215119003,1.0043548492887169,0.7835787541318158,1.0,402.94559892893074,75
1998-06-01,macro_outcomes,0.9671027816901016,1.0420919714249526,0.9280397586862597,1.0,402.94559892893074,75
1998-07-01,macro_outcomes,1.1577500913096148,1.0826658751862126,1.0693512355420718,1.0,402.94559892893074,75
1998-08-01,macro_outcomes,1.3265269256718566,1.1317674955691146,1.1720843113671562,1.0,402.94559892893074,75
1998-09-01,macro_outcomes,1.4293943558155549,1.181012329346633,1.2103128140976591,1.0,402.94559892893074,75
1998-10-01,macro_outcomes,1.4724616145277714,1.1848267532074335,1.242765333025849,1.0,402.94559892893074,75
1998-11-01,macro_outcomes,1.6003877100083679,1.1419573967801566,1.4014425709057041,1.0,402.94559892893074,75
1998-12-01,macro_outcomes,1.6960710412270732,1.1057658329938163,1.5338428721703485,1.0,402.94559892893074,75
1999-01-01,macro_outcomes,1.723685964487318,1.0893713076811438,1.5822758983402898,1.0,402.94559892893074,75
1999-02-01,macro_outcomes,1.760057554132415,1.0874336642447573,1.618542456430947,1.0,402.94559892893074,75
1999-03-01,macro_outcomes,1.8670248369163904,1.0978012383473383,1.7006947812584576,1.0,402.94559892893074,75
1999-04-01,macro_outcomes,1.9939636116777955,1.1284169351058664,1.7670450962265334,1.0,402.94559892893074,75
1999-05-01,macro_outcomes,2.07140349011879,1.1613896912217203,1.7835559466175248,1.0,402.94559892893074,75
1999-06-01,macro_outcomes,2.2283114292598087,1.1637191617196199,1.9148188863428597,1.0,402.94559892893074,75
1999-07-01,macro_outcomes,2.3436055215780294,1.1842208541462185,1.9790274030157038,1.0,402.94559892893074,75
1999-08-01,macro_outcomes,2.416121117708646,1.2260250863058328,1.9706946821037092,1.0,402.94559892893074,75
1999-09-01,macro_outcomes,2.3926241449273067,1.2808613522865773,1.8679805902926376,1.0,402.94559892893074,75
1999-10-01,macro_outcomes,2.2304596691860015,1.3303348858680317,1.676615183800616,1.0,402.94559892893074,75
1999-11-01,macro_outcomes,1.8719958101996186,1.3387336889486823,1.398333235096004,1.0,402.94559892893074,75
1999-12-01,macro_outcomes,1.6367592450248984,1.3144170386816036,1.2452358702429884,1.0,402.94559892893074,75
2000-01-01,macro_outcomes,1.4809834823647188,1.2893168677776747,1.1486574940397773,1.0,402.94559892893074,75
2000-02-01,macro_outcomes,1.3553520624280675,1.2709880048917546,1.0663767535268738,1.0,402.94559892893074,75
2000-03-01,macro_outcomes,1.2986758512957641,1.2673292040606576,1.024734415599884,1.0,402.94559892893074,75
2000-04-01,macro_outcomes,1.3164867774050704,1.2828859732987692,1.0261915749377952,1.0,402.94559892893074,75
2000-05-01,macro_outcomes,1.3974777656728155,1.2979875456590804,1.0766495952495576,1.0,402.94559892893074,75
2000-06-01,macro_outcomes,1.5032961635437183,1.3179030216618626,1.140672825568058,1.0,402.94559892893074,75
2000-07-01,macro_outcomes,1.6294916408271503,1.3272995827382166,1.227674341210529,1.0,402.94559892893074,75
